classification_output_accuracy,classification_output_loss,classification_output_precision,classification_output_recall,classification_output_roc_auc,loss,regression_output_loss,regression_output_mae,regression_output_rmse,val_classification_output_accuracy,val_classification_output_loss,val_classification_output_precision,val_classification_output_recall,val_classification_output_roc_auc,val_loss,val_regression_output_loss,val_regression_output_mae,val_regression_output_rmse,learning_rate
0.9965606331825256,0.012122025713324547,0.9949173927307129,1.0,0.999963104724884,0.08150561898946762,0.0909339189529419,0.09120757132768631,0.15411315858364105,0.9612675905227661,0.16283215582370758,0.9619565010070801,0.9779005646705627,0.9891648292541504,0.16793020069599152,0.07902712374925613,0.0785783976316452,0.13941903412342072,0.0010000000474974513
0.9965606331825256,0.012849181890487671,0.9961783289909363,0.9987228512763977,0.9999042749404907,0.08117049932479858,0.08955561369657516,0.09002864360809326,0.1519223302602768,0.9542253613471985,0.16290068626403809,0.95652174949646,0.9723756909370422,0.986831545829773,0.167634055018425,0.07817021012306213,0.07771366089582443,0.13783496618270874,0.0010000000474974513
0.9965606331825256,0.01318405196070671,0.9974457025527954,0.9974457025527954,0.9999092817306519,0.08125270158052444,0.08949297666549683,0.08985445648431778,0.15194357931613922,0.9507042169570923,0.1744990050792694,0.9613259434700012,0.9613259434700012,0.9849004149436951,0.1760784536600113,0.0792275220155716,0.07874400913715363,0.1388547271490097,0.0010000000474974513
0.9965606331825256,0.013130424544215202,0.9974457025527954,0.9974457025527954,0.999904215335846,0.08119946718215942,0.0896439179778099,0.08999954909086227,0.15205971896648407,0.9507042169570923,0.18335431814193726,0.9613259434700012,0.9613259434700012,0.9825672507286072,0.18192140758037567,0.07893974334001541,0.07847537845373154,0.13927000761032104,0.0010000000474974513
0.9948409199714661,0.01695343293249607,0.9949044585227966,0.9974457025527954,0.9997462630271912,0.08306994289159775,0.08876146376132965,0.08898182213306427,0.15109945833683014,0.9542253613471985,0.20308780670166016,0.9666666388511658,0.9613259434700012,0.9774446487426758,0.19463348388671875,0.07912316918373108,0.07865618914365768,0.13876406848430634,0.0010000000474974513
0.9957007765769958,0.021026059985160828,0.9961734414100647,0.9974457025527954,0.9991243481636047,0.0859784185886383,0.08931592106819153,0.08942408114671707,0.15129539370536804,0.9577465057373047,0.19997170567512512,0.9617486596107483,0.9723756909370422,0.9777933359146118,0.19241920113563538,0.07915079593658447,0.07873840630054474,0.13904176652431488,0.0010000000474974513
0.9939810633659363,0.01508195511996746,0.9936386942863464,0.9974457025527954,0.9998993277549744,0.08226761221885681,0.08947717398405075,0.0899227038025856,0.15204867720603943,0.9471830725669861,0.22448208928108215,0.9560439586639404,0.9613259434700012,0.9818429946899414,0.20695853233337402,0.07839058339595795,0.07798518240451813,0.1381348818540573,0.0010000000474974513
0.9922614097595215,0.020205121487379074,0.9911167621612549,0.9974457025527954,0.9997243881225586,0.0847618356347084,0.08825496584177017,0.08851682394742966,0.15073755383491516,0.9507042169570923,0.19568432867527008,0.9613259434700012,0.9613259434700012,0.9823525547981262,0.18868981301784515,0.07774831354618073,0.07734156399965286,0.13695833086967468,0.0010000000474974513
0.9939810633659363,0.0167322289198637,0.9961636662483215,0.9948914647102356,0.9998218417167664,0.08223827183246613,0.0878138393163681,0.08820146322250366,0.14958488941192627,0.9436619877815247,0.21962854266166687,0.9508196711540222,0.9613259434700012,0.9790002107620239,0.20281821489334106,0.07819721102714539,0.077791728079319,0.13820789754390717,0.0010000000474974513
0.9991401433944702,0.008838305249810219,0.9987244606018066,1.0,0.9999899864196777,0.07731573283672333,0.08833515644073486,0.08879560232162476,0.15077073872089386,0.9507042169570923,0.213971346616745,0.9613259434700012,0.9613259434700012,0.9770691394805908,0.20022815465927124,0.07968047261238098,0.07926910370588303,0.1399276852607727,0.0010000000474974513
0.9965606331825256,0.014171386137604713,0.9961783289909363,0.9987228512763977,0.9992438554763794,0.07976368069648743,0.08685223013162613,0.08711723238229752,0.1484615057706833,0.9471830725669861,0.2123931646347046,0.9510869383811951,0.9668508172035217,0.9772568941116333,0.19759416580200195,0.0771385207772255,0.07670998573303223,0.13709688186645508,0.0010000000474974513
